cosco,,,,"['Shanghai', 'Xiamen', 'Nansha', 'Singapore', 'Port kelang', 'Penang', 'Port kelang', 'Nansha', 'Shanghai', 'Shanghai', 'Xiamen', 'Nansha', 'Singapore', 'Port kelang', 'Penang', 'Port kelang', 'Nansha', 'Shanghai']",,COSCO SHIPPING YANGPU,CAT
cosco,,,,"['Jakarta', 'Port kelang', 'Singapore', 'Brisbane', 'Sydney', 'Melbourne', 'Adelaide', 'Jakarta', 'Jakarta', 'Port kelang', 'Singapore', 'Brisbane', 'Sydney', 'Melbourne', 'Adelaide', 'Jakarta']",,COSCO SHIPPING ZHUO YUE,CAU
cosco,,,,"['Ningbo', 'Shanghai', 'Seattle', 'Vancouver', 'Lianyungang', 'Ningbo', 'Ningbo', 'Shanghai', 'Vancouver', 'Vancouver', 'Seattle', 'Lianyungang', 'Ningbo']",,COSCO SINGAPORE,CAV
cosco,,,,"['Felixstowe', 'Rotterdam', 'Hamburg', 'Antwerp', 'Piraeus', 'Alexandria', 'Mersin', 'Limak', 'Piraeus', 'Salerno', 'Felixstowe', 'Felixstowe', 'Rotterdam', 'Hamburg', 'Antwerp', 'Piraeus', 'Mersin', 'Limak', 'Alexandria', 'Salerno', 'Piraeus']",,COSCO SPAIN,CBG
cosco,,,,"['Felixstowe', 'Bremerhaven', 'Hamburg', 'Antwerp', 'Felixstowe', 'Piraeus', 'YARIMCA', 'Istanbul', 'Gemlik', 'Aliaga', 'Felixstowe', 'Felixstowe', 'Hamburg', 'Bremerhaven', 'Antwerp', 'Piraeus', 'YARIMCA', 'Istanbul', 'Gemlik', 'Aliaga', 'Felixstowe']",,COSCO SURABAYA,CBH
cosco,,,,"['Yantian', 'Hong Kong', 'Ningbo', 'Shanghai', 'Prince Rupert', 'Prince Rupert', 'Xiamen', 'Xiamen', 'Hong Kong', 'Shekou', 'Sydney', 'Melbourne', 'Brisbane', 'Xiamen', 'Ningbo', 'Shanghai', 'Yantian']",,COSCO SYDNEY,CBI
cosco,,,,"['Xiamen', 'Hong Kong', 'Shekou', 'Sydney', 'Melbourne', 'Brisbane', 'Xiamen']",,COSCO TAICANG,CBJ
cosco,,,,"['Xiamen', 'Hong Kong', 'Shekou', 'Sydney', 'Melbourne', 'Brisbane', 'Xiamen', 'Xiamen', 'Hong Kong', 'Shekou', 'Sydney', 'Melbourne', 'Brisbane', 'Xiamen']",,COSCO THAILAND,CBK
cosco,,,,"['Port kelang', 'Singapore', 'Auckland', 'Auckland', 'Lyttelton', 'Wellington', 'Napier', 'Tauranga', 'Port kelang']",,COSCO TIANJIN,CBL
cosco,,,,"['Tokyo', 'Kobe', 'Busan', 'Shanghai', 'Yantian', 'Hong Kong', 'Brisbane', 'Auckland', 'Lyttelton', 'Napier', 'Tauranga', 'Tokyo']",,COSCO VALENCIA,CBM
cosco,,,,[],,COSCO VANCOUVER,CBN
cosco,,,,[],,COSCO VENICE,CBO
cosco,,,,[],,COSCO VIETNAM,CBR
cosco,,,,[],,COSCO WELLINGTON,CBS
cosco,,,,[],,COSCO XIAMEN,CBT
cosco,,,,[],,COSCO YANTIAN,CBU
cosco,,,,"['Ningbo', 'Shanghai', 'Vancouver', 'Seattle', 'Lianyungang', 'Ningbo', 'Ningbo', 'Shanghai', 'Prince Rupert', 'Seattle', 'Vancouver', 'Lianyungang', 'Ningbo']",,COSCO YOKOHAMA,CBV
